BHK,Size_in_SqFt,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Availability_Status,Bathrooms,Balcony,Population_Density,Mall_Distance_km,Crime_Index,Infra_Growth_Score,Amenity_Count,Floor_Ratio,State_Encoded,City_Encoded,Property_Type_Apartment,Property_Type_Independent House,Property_Type_Villa,Furnished_Status_Furnished,Furnished_Status_Semi-furnished,Furnished_Status_Unfurnished,Facing_East,Facing_North,Facing_South,Facing_West,Owner_Type_Broker,Owner_Type_Builder,Owner_Type_Owner
5,3522,1,28,25,1,1,2,0,0,1,5,3,1100,11.4,4.5,2.6,3,0.04,19,10,0,0,1,0,0,1,0,0,0,1,0,1,0
2,4471,15,28,18,5,2,1,0,0,1,2,1,20667,0.9,5.6,2.9,3,0.54,11,27,0,1,0,0,1,0,0,0,0,1,0,0,1
4,4179,4,21,11,2,8,2,0,1,0,4,3,740,12.9,1.0,5.0,2,0.19,7,35,0,1,0,1,0,0,0,0,0,1,0,1,0
4,3829,10,13,26,10,9,3,1,0,0,4,2,9000,3.4,5.0,9.7,2,0.77,4,11,0,1,0,1,0,0,0,0,0,1,0,1,0
3,1626,7,16,28,6,9,3,1,1,0,3,1,2100,14.9,5.6,8.5,4,0.44,12,8,0,1,0,0,1,0,1,0,0,0,0,0,1
1,2660,26,27,7,7,5,2,1,1,1,1,1,13600,13.2,5.4,5.6,4,0.96,5,37,1,0,0,0,1,0,0,1,0,0,1,0,0
3,2349,8,17,32,5,4,1,1,0,0,3,2,420,4.7,3.8,3.5,3,0.47,3,5,1,0,0,1,0,0,0,0,1,0,1,0,0
4,2332,1,12,6,1,5,1,1,1,1,4,2,20667,1.4,6.1,2.6,2,0.08,11,27,0,1,0,0,0,1,1,0,0,0,0,0,1
4,1377,11,21,15,10,10,3,1,0,0,4,2,1815,12.0,2.4,10.0,4,0.52,17,24,1,0,0,1,0,0,1,0,0,0,0,0,1
1,4858,13,18,18,7,4,1,0,0,0,1,0,594,10.0,1.1,4.1,5,0.72,18,9,0,0,1,0,0,1,0,0,0,1,0,1,0
4,1186,5,30,17,6,4,3,0,1,1,4,3,420,14.3,4.2,7.0,2,0.17,3,5,1,0,0,0,0,1,0,0,1,0,0,0,1
1,3945,12,12,10,4,8,2,1,0,0,1,1,2100,7.9,3.7,5.6,2,1.0,12,8,1,0,0,1,0,0,0,0,0,1,0,0,1
1,3899,6,19,25,8,3,2,0,1,0,1,1,26903,3.2,8.2,5.3,3,0.32,15,6,1,0,0,0,1,0,0,0,1,0,0,1,0
3,768,13,19,16,7,1,3,0,1,0,3,2,6900,9.3,3.8,6.4,4,0.68,14,19,0,0,1,1,0,0,1,0,0,0,1,0,0
2,3221,6,25,30,3,2,2,0,1,0,2,1,2900,4.5,6.4,3.5,5,0.24,6,12,0,0,1,0,0,1,1,0,0,0,0,1,0
4,3744,11,11,22,4,7,2,0,1,1,4,2,1509,11.7,2.5,5.3,4,1.0,9,38,0,1,0,0,1,0,1,0,0,0,1,0,0
4,2658,16,25,13,7,9,3,1,1,0,4,3,1500,14.2,2.5,8.8,4,0.64,13,1,0,0,1,0,0,1,0,0,0,1,1,0,0
5,2212,8,17,23,1,8,1,1,0,0,5,3,11730,2.1,7.2,3.5,2,0.47,5,0,0,0,1,0,0,1,1,0,0,0,0,1,0
2,3936,11,30,19,6,1,2,0,0,1,2,2,690,3.2,3.4,4.1,2,0.37,3,34,0,0,1,0,1,0,0,0,1,0,0,1,0
1,4851,5,21,30,10,5,1,0,0,0,1,1,420,14.4,2.8,5.3,1,0.24,3,5,0,0,1,0,1,0,1,0,0,0,1,0,0
4,3708,23,27,23,2,9,3,0,0,1,4,2,2100,9.9,6.9,7.3,5,0.85,12,8,0,1,0,1,0,0,0,0,0,1,0,0,1
2,2004,5,24,13,5,5,2,0,0,1,2,1,430,12.6,2.7,5.0,5,0.21,0,40,0,0,1,0,0,1,0,0,0,1,1,0,0
4,4916,23,29,3,10,6,1,0,1,0,4,3,3800,4.7,5.0,5.6,2,0.79,6,14,0,1,0,0,1,0,1,0,0,0,0,1,0
2,1141,11,11,3,3,6,3,1,0,1,2,1,850,12.9,4.9,6.7,3,1.0,16,41,0,1,0,0,0,1,0,1,0,0,1,0,0
3,2937,6,21,19,9,8,1,1,0,0,3,2,11730,2.4,7.7,5.9,4,0.29,5,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3,2091,14,23,26,2,8,3,1,1,0,3,1,430,3.1,1.4,7.0,2,0.61,0,40,0,0,1,0,0,1,0,0,1,0,0,1,0
2,2945,15,26,12,5,3,2,0,1,0,2,2,5800,0.9,3.8,4.4,2,0.58,11,33,0,0,1,0,0,1,0,0,0,1,0,0,1
2,557,20,24,8,8,1,3,1,1,1,2,1,3500,9.1,5.1,6.7,3,0.83,17,31,0,1,0,1,0,0,1,0,0,0,0,0,1
2,1338,2,17,28,4,2,2,1,1,0,2,1,817,11.3,5.2,3.8,4,0.12,18,16,0,1,0,1,0,0,0,0,1,0,0,1,0
1,2691,1,1,19,3,8,3,0,0,0,1,0,1040,12.8,4.7,7.3,3,1.0,0,39,1,0,0,0,1,0,0,1,0,0,1,0,0
4,1805,3,29,4,3,8,1,0,0,0,4,3,1803,12.9,4.6,4.1,1,0.1,2,32,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1607,1,20,3,6,10,1,1,1,0,1,1,2900,10.3,5.8,5.6,4,0.05,6,12,0,1,0,0,0,1,0,0,1,0,1,0,0
4,3572,21,26,13,3,8,3,0,0,1,4,3,500,6.0,1.8,7.3,4,0.81,14,21,0,0,1,0,1,0,0,0,0,1,0,0,1
1,1980,8,9,10,1,1,1,0,0,1,1,1,1040,10.3,2.9,1.4,1,0.89,0,39,0,1,0,0,1,0,0,1,0,0,0,1,0
4,3448,3,13,35,6,8,1,0,0,1,4,3,1200,9.5,2.3,5.0,3,0.23,8,26,1,0,0,0,0,1,1,0,0,0,1,0,0
5,2715,5,19,6,6,3,3,1,0,0,5,3,1100,8.2,5.3,6.7,1,0.26,19,10,0,0,1,0,0,1,0,0,1,0,0,0,1
1,1499,6,21,14,5,5,3,0,0,1,1,0,24252,4.7,6.0,7.0,3,0.29,19,23,1,0,0,0,0,1,0,0,0,1,1,0,0
4,3140,10,11,32,2,3,2,1,0,0,4,3,1040,5.7,3.9,3.5,5,0.91,0,39,0,0,1,0,0,1,0,0,1,0,0,0,1
3,1633,9,12,32,7,2,2,0,1,0,3,2,1815,7.6,1.0,4.7,3,0.75,17,24,0,0,1,0,0,1,0,1,0,0,0,0,1
1,2706,9,23,26,4,6,2,0,1,1,1,1,1500,12.1,2.1,5.0,5,0.39,13,1,0,0,1,0,1,0,1,0,0,0,1,0,0
1,3169,6,19,8,9,5,2,0,0,0,1,1,500,11.7,3.6,6.2,1,0.32,14,21,0,1,0,1,0,0,0,1,0,0,1,0,0
1,3078,13,21,14,5,6,3,1,0,1,1,0,11730,3.9,6.0,7.3,2,0.62,5,0,0,0,1,0,0,1,0,0,0,1,0,1,0
5,3069,17,20,11,10,8,3,1,0,1,5,2,1540,9.4,2.5,9.4,2,0.85,1,15,1,0,0,0,1,0,0,0,1,0,0,0,1
5,3391,19,19,5,10,1,2,1,0,1,5,3,480,13.2,1.7,5.3,3,1.0,2,13,1,0,0,0,1,0,0,1,0,0,0,1,0
4,4311,5,29,2,7,4,3,1,0,0,4,2,1509,8.5,2.6,7.3,2,0.17,9,38,0,0,1,0,0,1,1,0,0,0,1,0,0
4,3688,12,21,13,2,7,1,1,1,1,4,2,3500,11.1,3.6,3.5,2,0.57,17,31,0,0,1,0,0,1,0,0,0,1,0,1,0
5,2813,15,21,30,3,6,1,1,0,1,5,3,1200,14.9,3.1,3.5,3,0.71,7,20,0,1,0,0,0,1,0,1,0,0,0,0,1
1,1391,12,19,11,4,9,3,0,0,1,1,1,3800,5.8,5.4,7.9,2,0.63,6,14,0,0,1,1,0,0,0,0,1,0,1,0,0
5,4962,15,28,23,6,3,3,0,1,0,5,3,5798,3.2,6.6,6.7,1,0.54,9,22,1,0,0,0,1,0,1,0,0,0,0,0,1
3,2269,17,27,10,4,8,2,1,1,1,3,2,1500,11.6,2.5,5.6,3,0.63,13,1,0,1,0,1,0,0,0,1,0,0,0,1,0
3,4412,21,30,16,3,1,1,0,1,0,3,2,26903,4.4,5.3,2.0,3,0.7,15,6,1,0,0,1,0,0,0,0,0,1,1,0,0
4,2694,1,26,5,3,3,2,1,1,1,4,3,420,11.7,1.4,3.8,3,0.04,3,5,0,0,1,0,1,0,0,0,0,1,0,1,0
4,2815,5,18,29,1,3,3,1,0,1,4,3,420,10.4,1.9,5.2,2,0.28,3,5,0,1,0,0,0,1,0,0,1,0,1,0,0
3,4593,13,27,16,10,2,3,0,1,1,3,2,850,12.1,2.1,7.6,1,0.48,16,41,0,0,1,0,1,0,0,1,0,0,1,0,0
2,4200,12,18,15,9,2,1,1,0,0,2,2,2200,12.4,7.2,4.1,2,0.67,13,25,0,0,1,0,1,0,0,0,1,0,0,1,0
2,3195,12,28,30,4,1,2,1,0,0,2,1,20667,2.3,5.9,3.5,4,0.43,11,27,0,1,0,1,0,0,0,0,1,0,1,0,0
5,1048,5,12,11,5,5,2,0,0,1,5,2,690,7.6,4.2,5.0,4,0.42,3,34,0,0,1,0,0,1,1,0,0,0,1,0,0
2,3998,1,16,20,2,9,2,0,0,0,2,1,850,8.8,2.0,5.3,1,0.06,16,41,1,0,0,0,1,0,0,0,0,1,0,0,1
5,3947,1,5,28,4,8,1,1,1,1,5,3,3000,11.8,6.5,4.4,4,0.2,10,18,0,1,0,0,1,0,0,1,0,0,0,0,1
2,3124,2,5,8,8,3,2,1,0,0,2,2,1803,10.3,3.4,5.3,4,0.4,2,32,1,0,0,0,1,0,0,0,1,0,0,0,1
2,615,15,22,21,5,5,1,1,1,1,2,2,1500,14.5,4.4,3.8,3,0.68,13,1,0,1,0,1,0,0,0,1,0,0,0,1,0
5,4920,3,11,12,5,9,1,0,0,1,5,3,1600,11.8,3.5,5.0,2,0.27,12,4,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1682,2,20,30,9,8,3,1,1,1,1,1,1803,4.5,4.2,9.1,1,0.1,2,32,0,0,1,1,0,0,1,0,0,0,0,0,1
5,1016,6,29,16,6,10,1,1,1,0,5,3,3000,13.2,5.6,5.6,4,0.21,10,18,0,1,0,0,1,0,0,1,0,0,1,0,0
2,4728,6,24,17,4,2,3,1,1,1,2,2,2000,13.4,5.3,5.8,2,0.25,15,7,0,0,1,1,0,0,0,0,0,1,0,1,0
5,4713,3,8,10,2,10,1,0,0,0,5,3,855,11.9,4.7,4.4,1,0.38,10,3,0,0,1,1,0,0,0,1,0,0,0,0,1
5,948,2,9,19,10,3,3,1,1,1,5,3,900,9.1,1.3,7.9,2,0.22,8,28,0,0,1,0,1,0,0,0,0,1,0,1,0
4,3302,2,13,4,4,5,1,1,0,0,4,2,740,6.0,2.3,3.5,2,0.15,7,35,0,1,0,0,0,1,0,1,0,0,0,1,0
3,712,9,28,8,2,10,2,0,1,1,3,1,1040,5.3,4.5,5.6,3,0.32,0,39,1,0,0,1,0,0,1,0,0,0,1,0,0
4,1336,7,27,34,9,10,1,1,0,0,4,3,2100,3.2,6.4,6.5,4,0.26,12,8,0,1,0,1,0,0,0,0,1,0,0,1,0
2,4598,11,22,28,5,6,1,0,0,0,2,1,18480,1.8,6.7,4.1,5,0.5,16,17,0,1,0,0,0,1,0,0,1,0,0,1,0
2,3583,17,21,11,8,8,3,1,0,1,2,2,1600,8.8,3.1,8.8,1,0.81,12,4,1,0,0,0,0,1,0,0,0,1,1,0,0
4,950,11,24,29,7,5,2,1,1,0,4,3,2900,7.4,6.2,5.6,1,0.46,6,12,0,1,0,0,0,1,0,0,0,1,0,0,1
4,2381,25,26,25,10,10,3,1,0,0,4,2,5798,10.9,4.8,10.0,5,0.96,9,22,1,0,0,0,0,1,0,0,0,1,0,0,1
2,2132,19,19,29,4,5,1,1,0,0,2,1,11297,4.9,7.4,3.5,4,1.0,4,30,0,1,0,1,0,0,0,0,0,1,0,0,1
3,4738,11,11,10,8,5,2,0,1,1,3,1,817,14.7,4.8,5.9,1,1.0,18,16,1,0,0,0,0,1,0,0,0,1,0,0,1
2,4569,3,21,11,2,6,3,0,0,1,2,2,18480,2.2,8.5,6.4,4,0.14,16,17,1,0,0,1,0,0,0,0,0,1,0,0,1
4,908,7,27,3,5,3,1,0,0,0,4,2,380,6.6,4.8,3.2,5,0.26,1,36,0,1,0,0,0,1,0,0,1,0,0,1,0
2,1518,2,8,22,5,3,2,1,1,1,2,1,594,13.5,5.5,4.4,1,0.25,18,9,0,0,1,0,1,0,1,0,0,0,0,0,1
2,3765,13,20,11,7,8,3,1,0,0,2,1,480,10.2,3.8,8.5,5,0.65,2,13,1,0,0,0,1,0,1,0,0,0,0,1,0
4,1205,13,26,25,10,3,1,1,1,0,4,3,18480,2.4,6.3,4.7,3,0.5,16,17,0,1,0,0,1,0,0,0,1,0,0,1,0
3,2285,7,21,31,10,10,2,0,0,1,3,1,430,9.7,1.0,8.0,1,0.33,0,40,1,0,0,0,1,0,0,0,0,1,1,0,0
2,1843,3,10,28,7,1,1,1,0,1,2,2,1500,3.1,6.1,3.2,1,0.3,13,1,1,0,0,0,0,1,0,1,0,0,0,0,1
5,758,17,30,10,1,5,3,1,1,1,5,2,3500,13.8,4.3,5.8,1,0.57,17,31,1,0,0,1,0,0,0,1,0,0,0,1,0
4,575,13,16,3,3,1,1,0,1,0,4,3,2100,9.1,2.5,2.0,2,0.81,12,8,0,0,1,1,0,0,1,0,0,0,0,1,0
1,2156,17,20,6,7,1,1,1,1,1,1,0,5800,1.8,6.6,3.2,3,0.85,11,33,0,1,0,0,1,0,1,0,0,0,1,0,0
4,3657,11,29,12,6,5,2,0,1,0,4,3,18480,3.9,6.2,5.3,4,0.38,16,17,0,1,0,1,0,0,0,0,1,0,0,0,1
3,4868,23,26,22,3,10,3,0,0,0,3,2,817,6.4,1.0,7.9,1,0.88,18,16,0,1,0,1,0,0,0,1,0,0,0,1,0
3,785,21,21,16,4,3,2,0,1,0,3,1,420,6.0,3.7,4.1,4,1.0,3,5,0,0,1,0,1,0,0,0,0,1,0,0,1
2,1027,4,26,4,9,6,3,0,0,1,2,2,5798,5.0,6.0,8.5,2,0.15,9,22,1,0,0,0,1,0,0,0,0,1,1,0,0
3,3691,11,14,16,1,4,1,0,1,0,3,2,11730,1.1,6.7,2.3,2,0.79,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1,3415,4,26,24,5,5,1,1,1,0,1,1,1600,4.5,2.6,3.8,5,0.15,12,4,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1749,25,27,10,7,5,3,0,1,1,1,1,1200,13.8,6.0,7.6,2,0.93,8,26,0,0,1,0,0,1,1,0,0,0,1,0,0
4,2862,2,14,21,10,6,2,1,0,0,4,2,430,6.4,2.3,6.8,3,0.14,0,40,1,0,0,0,0,1,0,0,1,0,0,1,0
4,4574,18,20,5,9,7,2,0,1,1,4,2,3500,7.9,4.8,6.8,5,0.9,17,31,0,0,1,0,0,1,0,0,1,0,0,1,0
5,2217,14,27,21,7,3,1,0,0,0,5,3,24252,4.0,6.6,3.8,2,0.52,19,23,0,1,0,0,0,1,0,0,0,1,0,0,1
5,1732,1,26,9,10,9,2,0,0,1,5,3,11297,4.2,6.3,7.7,1,0.04,4,30,0,0,1,0,0,1,1,0,0,0,0,0,1
5,2739,10,24,30,1,6,1,1,1,0,5,2,817,13.9,3.8,2.9,5,0.42,18,16,1,0,0,0,1,0,0,0,0,1,1,0,0
4,1548,28,29,26,9,10,3,1,0,1,4,3,500,14.8,2.4,9.7,2,0.97,14,21,0,0,1,0,1,0,0,1,0,0,0,1,0
1,710,16,18,31,7,1,3,0,0,1,1,1,690,4.7,1.4,6.4,4,0.89,3,34,0,1,0,0,0,1,0,0,0,1,0,1,0
4,4280,8,30,34,7,7,3,1,1,0,4,3,3500,6.8,1.3,8.2,1,0.27,17,31,0,1,0,1,0,0,0,1,0,0,0,0,1
3,3712,8,15,26,9,8,2,1,1,1,3,2,1540,4.3,2.9,7.1,2,0.53,1,15,0,1,0,1,0,0,1,0,0,0,0,1,0
5,3221,3,27,14,10,5,2,1,1,1,5,3,3800,3.4,4.4,6.5,4,0.11,6,14,0,1,0,0,1,0,1,0,0,0,0,0,1
3,1031,7,17,35,4,5,3,0,0,0,3,1,11297,1.2,8.5,6.7,5,0.41,4,30,0,1,0,1,0,0,0,1,0,0,0,1,0
4,4966,5,22,11,6,3,2,0,0,0,4,2,480,13.6,2.8,4.7,3,0.23,2,13,0,1,0,0,0,1,0,1,0,0,0,1,0
4,923,24,25,27,5,2,2,0,1,1,4,3,9000,7.4,4.5,4.1,1,0.96,4,11,0,1,0,0,0,1,0,0,0,1,1,0,0
4,4623,6,10,31,3,2,1,1,1,1,4,3,594,9.6,3.2,2.3,1,0.6,18,9,0,1,0,0,0,1,0,0,1,0,0,1,0
5,3869,19,23,25,2,2,3,0,0,0,5,2,3000,3.4,5.9,5.2,4,0.83,10,18,0,1,0,0,1,0,0,0,1,0,0,0,1
5,1869,4,26,19,1,10,3,0,1,1,5,3,9000,4.3,5.5,7.3,1,0.15,4,11,0,0,1,0,0,1,1,0,0,0,0,0,1
4,1833,0,4,33,4,10,3,0,0,0,4,2,13600,8.2,5.8,8.2,3,0.0,5,37,0,0,1,0,0,1,1,0,0,0,0,0,1
5,2663,7,12,32,1,1,3,0,0,1,5,3,1540,14.0,1.8,4.6,4,0.58,1,15,1,0,0,0,0,1,1,0,0,0,0,1,0
4,569,4,13,19,1,10,2,0,1,0,4,3,2900,14.4,7.7,5.3,5,0.31,6,12,0,1,0,1,0,0,1,0,0,0,1,0,0
4,2231,8,18,35,3,4,1,1,1,1,4,3,20667,3.9,10.0,2.9,1,0.44,11,27,1,0,0,1,0,0,0,1,0,0,0,1,0
4,4021,6,20,28,9,1,1,1,1,1,4,3,380,11.5,3.2,3.8,1,0.3,1,36,1,0,0,1,0,0,0,0,1,0,0,0,1
4,4962,0,10,32,8,3,3,1,0,1,4,3,594,8.5,2.5,7.3,2,0.0,18,9,1,0,0,0,1,0,0,0,0,1,0,1,0
1,3788,17,29,7,6,5,3,0,0,0,1,1,26903,3.2,8.4,7.3,5,0.59,15,6,0,1,0,0,0,1,0,0,0,1,0,1,0
4,3604,4,27,15,3,9,2,1,1,1,4,3,1815,3.8,4.8,5.6,4,0.15,17,24,0,1,0,1,0,0,0,0,0,1,0,1,0
3,3174,19,23,5,8,7,2,0,0,1,3,2,26903,3.8,8.8,6.5,1,0.83,15,6,1,0,0,1,0,0,0,0,0,1,0,1,0
3,2681,11,16,11,10,4,3,1,0,1,3,2,1509,6.4,1.0,8.2,5,0.69,9,38,1,0,0,0,0,1,0,0,0,1,1,0,0
1,3350,0,16,2,1,8,2,0,0,1,1,0,11730,4.4,7.3,4.7,3,0.0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4,1137,6,26,28,8,3,3,1,1,0,4,2,11297,4.4,9.6,7.3,1,0.23,4,30,1,0,0,1,0,0,1,0,0,0,0,0,1
4,3632,15,21,27,7,9,3,1,0,1,4,3,1803,14.1,3.7,8.8,5,0.71,2,32,0,0,1,0,1,0,0,0,0,1,0,0,1
5,2343,12,26,9,3,9,3,0,0,0,5,3,480,14.0,4.6,7.6,1,0.46,2,13,0,1,0,1,0,0,0,0,1,0,1,0,0
1,2659,16,18,2,8,5,1,0,1,1,1,1,1200,8.3,1.0,4.7,2,0.89,8,26,0,0,1,1,0,0,1,0,0,0,1,0,0
3,1595,6,23,32,2,8,2,0,0,0,3,1,1600,4.6,4.7,5.0,2,0.26,12,4,0,1,0,1,0,0,0,1,0,0,1,0,0
3,1089,2,8,28,7,3,3,0,0,0,3,2,1540,14.7,3.5,7.0,5,0.25,1,15,0,1,0,0,1,0,0,1,0,0,1,0,0
4,1674,14,20,25,2,9,2,0,0,1,4,3,20667,2.5,5.3,5.3,5,0.7,11,27,0,0,1,1,0,0,0,1,0,0,0,0,1
1,3359,10,15,29,10,5,1,1,0,0,1,0,1200,3.2,2.8,5.3,2,0.67,7,20,1,0,0,0,0,1,1,0,0,0,0,0,1
2,2411,13,16,21,10,5,1,0,0,0,2,1,13600,9.3,7.9,5.3,1,0.81,5,37,0,0,1,1,0,0,0,0,0,1,0,1,0
5,4063,3,18,18,10,5,2,1,1,0,5,3,26903,0.5,7.5,6.5,4,0.17,15,6,1,0,0,1,0,0,1,0,0,0,1,0,0
3,2702,21,30,11,10,7,3,0,1,0,3,1,1500,7.9,2.7,9.1,2,0.7,13,1,0,0,1,1,0,0,0,1,0,0,1,0,0
4,2360,1,8,2,4,1,3,1,0,0,4,2,1200,10.9,1.0,5.5,3,0.12,8,26,0,1,0,0,0,1,0,1,0,0,0,1,0
3,2111,26,30,11,9,2,1,1,0,0,3,2,740,6.7,4.0,4.1,1,0.87,7,35,0,0,1,1,0,0,0,1,0,0,1,0,0
1,3997,10,15,12,1,6,3,0,0,1,1,0,430,12.5,2.0,6.1,5,0.67,0,40,1,0,0,0,0,1,1,0,0,0,0,1,0
3,2961,25,27,11,6,6,1,1,0,0,3,2,18480,3.9,6.5,4.4,3,0.93,16,17,1,0,0,1,0,0,1,0,0,0,0,1,0
1,3054,5,25,32,1,3,3,1,0,0,1,1,2100,5.8,5.3,5.2,3,0.2,12,8,0,0,1,0,0,1,0,1,0,0,0,1,0
2,1441,12,28,33,6,7,1,1,1,1,2,1,850,12.9,3.1,4.7,5,0.43,16,41,0,1,0,1,0,0,1,0,0,0,1,0,0
2,2244,6,28,13,5,10,3,0,1,1,2,2,24252,0.8,8.4,8.5,4,0.21,19,23,1,0,0,1,0,0,0,0,1,0,0,1,0
1,4819,7,10,27,2,10,2,0,0,0,1,1,500,11.8,5.3,5.6,4,0.7,14,21,1,0,0,0,1,0,0,1,0,0,0,0,1
5,4775,9,27,24,6,4,2,0,0,1,5,2,3800,3.3,5.8,5.0,4,0.33,6,14,0,0,1,0,0,1,0,1,0,0,1,0,0
5,1731,14,26,15,10,5,1,0,0,1,5,2,420,11.5,2.6,5.3,5,0.54,3,5,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1325,7,17,18,2,6,2,1,0,0,1,1,5798,12.2,4.3,4.4,4,0.41,9,22,0,1,0,0,1,0,0,0,0,1,0,1,0
1,4842,17,22,31,1,7,1,0,1,1,1,0,1540,11.9,2.9,3.2,4,0.77,1,15,1,0,0,0,1,0,0,0,0,1,0,0,1
5,4828,3,21,24,5,1,1,0,0,1,5,2,1815,4.1,3.8,2.6,5,0.14,17,24,1,0,0,0,1,0,0,0,1,0,1,0,0
3,3630,27,29,34,8,1,2,0,1,1,3,1,24252,3.9,7.5,4.7,5,0.93,19,23,1,0,0,0,0,1,0,0,0,1,1,0,0
4,2837,24,28,4,7,9,2,0,1,0,4,2,3000,12.1,4.4,6.8,5,0.86,10,18,0,0,1,1,0,0,0,0,1,0,0,1,0
5,2476,2,17,18,3,4,1,1,1,1,5,2,380,4.7,1.4,2.9,4,0.12,1,36,0,1,0,0,0,1,0,1,0,0,0,0,1
4,2545,7,27,21,6,9,3,1,1,1,4,3,1040,11.1,4.2,8.5,1,0.26,0,39,0,0,1,1,0,0,0,1,0,0,0,0,1
3,2684,4,11,25,5,4,2,1,1,0,3,1,13600,13.4,4.9,4.7,4,0.36,5,37,1,0,0,1,0,0,1,0,0,0,0,0,1
2,4181,10,16,25,3,7,2,0,1,1,2,2,850,11.5,5.8,5.0,1,0.62,16,41,1,0,0,1,0,0,1,0,0,0,0,0,1
1,942,13,28,21,9,6,1,0,0,1,1,0,1100,9.2,2.6,5.3,3,0.46,19,10,0,0,1,1,0,0,1,0,0,0,0,1,0
4,1938,14,22,34,6,4,3,0,0,0,4,2,1500,8.9,1.5,7.0,5,0.64,13,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1,1513,3,4,26,9,9,2,1,1,1,1,1,6900,6.2,4.1,7.4,5,0.75,14,19,0,0,1,1,0,0,0,1,0,0,0,0,1
3,4072,1,10,31,4,4,3,1,1,1,3,2,18480,3.0,5.0,6.4,3,0.1,16,17,0,0,1,0,1,0,0,1,0,0,0,0,1
2,1393,11,19,20,7,3,3,0,1,0,2,1,420,9.2,5.0,7.0,5,0.58,3,5,0,0,1,0,1,0,0,1,0,0,0,0,1
3,933,10,12,6,6,4,3,1,1,1,3,1,1100,3.7,1.0,7.0,1,0.83,19,10,1,0,0,0,1,0,0,0,0,1,1,0,0
3,786,1,16,28,6,2,2,1,0,1,3,2,2200,9.8,4.7,4.4,2,0.06,13,25,1,0,0,1,0,0,0,0,0,1,0,0,1
1,2372,16,17,9,3,8,3,0,0,0,1,1,1040,13.5,3.6,7.3,4,0.94,0,39,0,1,0,0,0,1,0,0,0,1,1,0,0
1,2689,23,29,28,3,10,3,0,1,1,1,0,594,10.5,2.2,7.9,5,0.79,18,9,0,0,1,0,0,1,1,0,0,0,0,1,0
2,4514,16,25,23,3,2,1,1,0,1,2,1,594,13.9,4.2,2.3,5,0.64,18,9,0,0,1,1,0,0,0,0,1,0,0,1,0
1,2344,14,22,15,4,8,1,0,1,0,1,1,3000,13.7,4.8,4.4,1,0.64,10,18,0,1,0,1,0,0,1,0,0,0,0,0,1
2,4040,1,14,28,9,5,1,1,0,1,2,2,594,12.8,1.6,5.0,3,0.07,18,9,1,0,0,0,1,0,0,0,1,0,1,0,0
3,2010,5,21,15,9,9,2,1,0,1,3,2,11730,3.9,6.7,7.4,5,0.24,5,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3,2933,20,26,15,10,8,3,1,0,0,3,2,2900,3.3,4.1,9.4,5,0.77,6,12,0,1,0,0,1,0,0,0,1,0,1,0,0
3,4865,14,14,8,1,8,1,1,0,1,3,1,1200,10.6,3.9,3.5,4,1.0,7,20,1,0,0,1,0,0,0,0,1,0,0,1,0
2,2946,4,12,35,5,7,3,1,1,1,2,1,9000,5.2,4.6,7.6,4,0.33,4,11,0,0,1,1,0,0,0,0,1,0,1,0,0
4,4094,12,16,21,7,3,1,1,0,1,4,2,480,4.3,3.7,3.8,1,0.75,2,13,1,0,0,0,0,1,0,0,1,0,0,0,1
2,1454,12,28,28,6,9,1,0,1,0,2,1,11297,0.8,7.9,5.3,4,0.43,4,30,1,0,0,1,0,0,0,1,0,0,0,1,0
2,4861,6,7,9,5,2,3,0,1,0,2,1,9000,13.2,5.1,6.1,1,0.86,4,11,1,0,0,1,0,0,0,0,1,0,0,1,0
5,3404,19,30,23,10,8,3,0,1,1,5,2,2200,3.6,4.0,9.4,2,0.63,13,25,0,0,1,1,0,0,0,0,0,1,0,1,0
3,1902,12,30,7,5,2,2,0,1,0,3,2,2200,5.7,3.8,4.1,2,0.4,13,25,0,1,0,1,0,0,0,0,0,1,1,0,0
2,902,1,20,20,2,1,3,0,0,0,2,2,1100,12.2,1.4,4.9,5,0.05,19,10,1,0,0,0,1,0,0,0,0,1,0,0,1
3,4040,9,27,28,5,7,2,0,1,0,3,2,1200,8.2,3.2,5.6,3,0.33,7,20,0,1,0,0,0,1,0,1,0,0,0,1,0
4,1223,0,29,32,8,3,1,0,0,1,4,2,6900,4.8,4.2,4.1,1,0.0,14,19,1,0,0,1,0,0,0,0,1,0,0,1,0
4,1164,14,24,31,8,7,1,1,1,1,4,3,18480,2.7,5.8,5.3,1,0.58,16,17,0,0,1,0,0,1,0,0,0,1,1,0,0
4,2943,23,25,16,7,8,1,0,1,0,4,3,1600,6.2,1.0,5.3,1,0.92,12,4,0,0,1,1,0,0,1,0,0,0,0,0,1
